Record Type,Mod File,EDID,blank,FormID,Comments,Position Offset,Rotation Offset,Scale,Extra Tags
MISC,Ashes of Apocalypse,"0asUgothUcrystalUpyramid",,0x301006d,108,,,,""
MISC,Ashes of Apocalypse,"0BodyPartsUEyeball",,0x301006e,109,,,,""
MISC,Ashes of Apocalypse,"0BodyPartsUIntestine",,0x301006f,110,,,,""
MISC,Ashes of Apocalypse,"0BodyPartsUKidney",,0x3010070,111,,,,""
MISC,Ashes of Apocalypse,"0BodyPartsUBrain",,0x3010071,112,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0000",,0x3010072,113,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0001",,0x3010073,114,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0002",,0x3010074,115,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0003",,0x3010075,116,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0004",,0x3010076,117,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0005",,0x3010077,118,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0006",,0x3010078,119,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0007",,0x3010079,120,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0008",,0x301007a,121,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0009",,0x301007b,122,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0010",,0x301007c,123,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0011",,0x301007d,124,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0012",,0x301007e,125,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0013",,0x301007f,126,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0014",,0x3010080,127,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0015",,0x3010081,128,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0016",,0x3010082,129,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0017",,0x3010083,130,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0018",,0x3010084,131,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0019",,0x3010085,132,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0020",,0x3010086,133,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0021",,0x3010087,134,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0022",,0x3010088,135,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0023",,0x3010089,136,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0024",,0x301008a,137,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0025",,0x301008b,138,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0026",,0x301008c,139,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0027",,0x301008d,140,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0028",,0x301008e,141,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0029",,0x301008f,142,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0030",,0x3010090,143,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0031",,0x3010091,144,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0032",,0x3010092,145,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0033",,0x3010093,146,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0034",,0x3010094,147,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0035",,0x3010095,148,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0036",,0x3010096,149,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0037",,0x3010097,150,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0038",,0x3010098,151,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0039",,0x3010099,152,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0040",,0x301009a,153,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0041",,0x301009b,154,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0042",,0x301009c,155,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0043",,0x301009d,156,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0044",,0x301009e,157,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0045",,0x301009f,158,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0046",,0x30100a0,159,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0047",,0x30100a1,160,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0048",,0x30100a2,161,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0049",,0x30100a3,162,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0050",,0x30100a4,163,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0051",,0x30100a5,164,,,,""
MISC,Ashes of Apocalypse,"0HouseUpillowU01T01",,0x30100a6,165,,,,""
MISC,Ashes of Apocalypse,"0HouseUpillowU01T02",,0x30100a7,166,,,,""
MISC,Ashes of Apocalypse,"0HouseUpillowU01T03",,0x30100a8,167,,,,""
MISC,Ashes of Apocalypse,"0HouseUpillowU01T04",,0x30100a9,168,,,,""
MISC,Ashes of Apocalypse,"0HouseUpillowU01T05",,0x30100aa,169,,,,""
MISC,Ashes of Apocalypse,"0HouseUpillowU01T06",,0x30100ab,170,,,,""
MISC,Ashes of Apocalypse,"0BodyPartsUJarUBrain",,0x30100ac,171,,,,""
MISC,Ashes of Apocalypse,"0BodyPartsUJarUHand",,0x30100ad,172,,,,""
MISC,Ashes of Apocalypse,"0BodyPartsUJarUFetus",,0x30100ae,173,,,,""
MISC,Ashes of Apocalypse,"0BodyPartsUJarUEyeballs",,0x30100af,174,,,,""
MISC,Ashes of Apocalypse,"0BodyPartsUJarUBeaker",,0x30100b0,175,,,,""
MISC,Ashes of Apocalypse,"0XCREDUtrophy0052",,0x30100b1,176,,,,""
MISC,Ashes of Apocalypse,"0powercoreUold",,0x30100b2,177,,,,""
MISC,Ashes of Apocalypse,"0powercoreUnew",,0x30100b3,178,,,,""
MISC,Ashes of Apocalypse,"0powercoreUdef",,0x30100b4,179,,,,""
MISC,Ashes of Apocalypse,"0DVDUTheSRoadSWarrior",,0x30100b5,180,,,,""
LIGH,Ashes of Apocalypse,"0lightSbulb",,0x30100b6,181,,,,""
LIGH,Ashes of Apocalypse,"0TriangleSPostSLight",,0x30100b7,182,,,,""
LIGH,Ashes of Apocalypse,"0MagnionSGen",,0x30100b8,183,,,,""
LIGH,Ashes of Apocalypse,"0TVSGLOW",,0x30100b9,184,,,,""
LIGH,Ashes of Apocalypse,"0smalllight2",,0x30100ba,185,,,,""
LIGH,Ashes of Apocalypse,"0StorageSLight",,0x30100bb,186,,,,""
LIGH,Ashes of Apocalypse,"0graveyardSguck",,0x30100bc,187,,,,""
LIGH,Ashes of Apocalypse,"0doorSpassSlum",,0x30100bd,188,,,,""
LIGH,Ashes of Apocalypse,"0lightSbulbSflicker",,0x30100be,189,,,,""
LIGH,Ashes of Apocalypse,"0nightSclubSlightS1",,0x30100bf,190,,,,""
LIGH,Ashes of Apocalypse,"0nightSclubSlightS2",,0x30100c0,191,,,,""
LIGH,Ashes of Apocalypse,"0MadSTVS!",,0x30100c1,192,,,,""
LIGH,Ashes of Apocalypse,"0TVSGLOWSXbrokenX",,0x30100c2,193,,,,""
LIGH,Ashes of Apocalypse,"0bikesSligher",,0x30100c3,194,,,,""
LIGH,Ashes of Apocalypse,"0lightSbulbSXlowX",,0x30100c4,195,,,,""
LIGH,Ashes of Apocalypse,"0falloutbarUextUred",,0x30100c5,196,,,,""
LIGH,Ashes of Apocalypse,"0falloutbarUextUwhite",,0x30100c6,197,,,,""
LIGH,Ashes of Apocalypse,"0falloutbarUextUorange",,0x30100c7,198,,,,""
LIGH,Ashes of Apocalypse,"0falloutbar",,0x30100c8,199,,,,""
LIGH,Ashes of Apocalypse,"0falloutbarUsmall",,0x30100c9,200,,,,""
LIGH,Ashes of Apocalypse,"0lightSbulb2",,0x30100ca,201,,,,""
LIGH,Ashes of Apocalypse,"0barrierSfridgeSlight",,0x30100cb,202,,,,""
LIGH,Ashes of Apocalypse,"0QuadSPostSLight",,0x30100cc,203,,,,""
LIGH,Ashes of Apocalypse,"0lightSbulbSpulseSslow",,0x30100cd,204,,,,""
LIGH,Ashes of Apocalypse,"0chargenUredlight",,0x30100ce,205,,,,""
LIGH,Ashes of Apocalypse,"0fridgeSlight",,0x30100cf,206,,,,""
LIGH,Ashes of Apocalypse,"0lightSbulbUth",,0x30100d0,207,,,,""
LIGH,Ashes of Apocalypse,"0noonsaloon",,0x30100d1,208,,,,""
LIGH,Ashes of Apocalypse,"0noonsaloon2",,0x30100d2,209,,,,""
LIGH,Ashes of Apocalypse,"0lightSbulb3big",,0x30100d3,210,,,,""
LIGH,Ashes of Apocalypse,"0falloutbar2",,0x30100d4,211,,,,""
LIGH,Ashes of Apocalypse,"0QuadSPostSLightSXminiX",,0x30100d5,212,,,,""
LIGH,Ashes of Apocalypse,"0WarehouseSPostSLight",,0x30100d6,213,,,,""
LIGH,Ashes of Apocalypse,"0QuadSPostSLightSXminiTdelightX",,0x30100d7,214,,,,""
LIGH,Ashes of Apocalypse,"0DuneRatLight",,0x30100d8,215,,,,""
LIGH,Ashes of Apocalypse,"0CreditsSLight",,0x30100d9,216,,,,""
LIGH,Ashes of Apocalypse,"0RtileUlight",,0x30100da,217,,,,""
LIGH,Ashes of Apocalypse,"0RtileUlightUdisable",,0x30100db,218,,,,""
LIGH,Ashes of Apocalypse,"0TVSGLOWUbig",,0x30100dc,219,,,,""
INGR,Ashes of Apocalypse,"0PacksSTSMed",,0x30100dd,220,,,,""
INGR,Ashes of Apocalypse,"0PacksSTSRadiation",,0x30100de,221,,,,""
INGR,Ashes of Apocalypse,"0PacksSTSStim",,0x30100df,222,,,,""
INGR,Ashes of Apocalypse,"0FoodSTSCrackers",,0x30100e0,223,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU02T01",,0x30100e1,224,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU03T01",,0x30100e2,225,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU04T01",,0x30100e3,226,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU05T01",,0x30100e4,227,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU06T01",,0x30100e5,228,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU07T01",,0x30100e6,229,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU08T01",,0x30100e7,230,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU09T01",,0x30100e8,231,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU10T01",,0x30100e9,232,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU11T01",,0x30100ea,233,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU12T01",,0x30100eb,234,,,,""
INGR,Ashes of Apocalypse,"0NTUpotionU01T01",,0x30100ec,235,,,,""
INGR,Ashes of Apocalypse,"0FoodSTSCookies",,0x30100ed,236,,,,""
INGR,Ashes of Apocalypse,"0DrinksSTSRedSBullSNew",,0x30100ee,237,,,,""
INGR,Ashes of Apocalypse,"0DrinksSTSRedSBullSOld",,0x30100ef,238,,,,""
INGR,Ashes of Apocalypse,"0FoodSTSGranolaSBar",,0x30100f0,239,,,,""
INGR,Ashes of Apocalypse,"0DrinksSTSSplat",,0x30100f1,240,,,,""
INGR,Ashes of Apocalypse,"0FoodSTSNukeSNumsSCereal",,0x30100f2,241,,,,""
INGR,Ashes of Apocalypse,"0DrinksSTSbeer1",,0x30100f3,242,,,,""
INGR,Ashes of Apocalypse,"0DrinksSTSbeer2",,0x30100f4,243,,,,""
INGR,Ashes of Apocalypse,"0DrinksSTSSplatSMega",,0x30100f5,244,,,,""
INGR,Ashes of Apocalypse,"0DrinksSTSbeer3",,0x30100f6,245,,,,""
INGR,Ashes of Apocalypse,"0DrinksSTSRadionSCocktail",,0x30100f7,246,,,,""
INGR,Ashes of Apocalypse,"0FoodSTSPizza",,0x30100f8,247,,,,""
INGR,Ashes of Apocalypse,"0FoodSTSDuneSRatSMeat",,0x30100f9,248,,,,""
ALCH,Ashes of Apocalypse,"0MedSPackSAverage",,0x30100fa,249,,,,""
ALCH,Ashes of Apocalypse,"0MedSPackSCheap",,0x30100fb,250,,,,""
LVLI,Ashes of Apocalypse,"0DCLUarmor",,0x30100fc,251,,,,""
LVLI,Ashes of Apocalypse,"0DCLUingredient",,0x30100fd,252,,,,""
LVLI,Ashes of Apocalypse,"0DCLUweapon",,0x30100fe,253,,,,""
LVLI,Ashes of Apocalypse,"0BodySPart",,0x30100ff,254,,,,""
LVLI,Ashes of Apocalypse,"0DCLUgold",,0x3010100,255,,,,""
LVLI,Ashes of Apocalypse,"0MEDKIT",,0x3010101,256,,,,""
CELL,Ashes of Apocalypse,"Taran",,0x3010102,257,,,,""
CELL,Ashes of Apocalypse,"McCoyAsSShack",,0x3010103,258,,,,""
CELL,Ashes of Apocalypse,"OutpostS21",,0x3010104,259,,,,""
CELL,Ashes of Apocalypse,"AlkaineSDump",,0x3010105,260,,,,""
CELL,Ashes of Apocalypse,"Bullrun",,0x3010106,261,,,,""
CELL,Ashes of Apocalypse,"Sunslave",,0x3010107,262,,,,""
CELL,Ashes of Apocalypse,"OutpostS22",,0x3010108,263,,,,""
CELL,Ashes of Apocalypse,"MaurezSPenitentiary",,0x3010109,264,,,,""
CELL,Ashes of Apocalypse,"AshSTown",,0x301010a,265,,,,""
CELL,Ashes of Apocalypse,"UcloneSextra",,0x301010b,266,,,,""
CELL,Ashes of Apocalypse,"AshSTownVSChieftonsSHut",,0x301010c,267,,,,""
CELL,Ashes of Apocalypse,"AshSTownVSMissileSSilo",,0x301010d,268,,,,""
CELL,Ashes of Apocalypse,"Credits",,0x301010e,269,,,,""
CELL,Ashes of Apocalypse,"MaurezSPenitentiaryVSNorthernSGuardSTower",,0x301010f,270,,,,""
CELL,Ashes of Apocalypse,"MaurezSPrisonVScellSbackup",,0x3010110,271,,,,""
CELL,Ashes of Apocalypse,"McCoyAsSShackVSInterior",,0x3010111,272,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSApartmentSComplex",,0x3010112,273,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSArmorSStore",,0x3010113,274,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSBarberSShop",,0x3010114,275,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSFalloutSShelterSBar",,0x3010115,276,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSGunSStore",,0x3010116,277,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSMattSSatireSApartment",,0x3010117,278,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSNehemiahSHashySApartment",,0x3010118,279,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSPawnSShop",,0x3010119,280,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSPoliceSStation",,0x301011a,281,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSSewerSSystem",,0x301011b,282,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSSewerSSystemSMaintainance",,0x301011c,283,,,,""
CELL,Ashes of Apocalypse,"OutpostS21VSUndergroundSStorage",,0x301011d,284,,,,""
CELL,Ashes of Apocalypse,"OutpostS22VSBorisSTrysovAsSHouseS1stSFloor",,0x301011e,285,,,,""
CELL,Ashes of Apocalypse,"OutpostS22VSBorisSTrysovAsSHouseS2ndSFloor",,0x301011f,286,,,,""
CELL,Ashes of Apocalypse,"OutpostS22VSPoliceSStationS1stSFloor",,0x3010120,287,,,,""
CELL,Ashes of Apocalypse,"OutpostS22VSPoliceSStationS2ndSFloor",,0x3010121,288,,,,""
CELL,Ashes of Apocalypse,"OutpostS22VSPoliceSStationS3rdSFloor",,0x3010122,289,,,,""
CELL,Ashes of Apocalypse,"OutpostS22VSPoliceSStationS4thSFloor",,0x3010123,290,,,,""
CELL,Ashes of Apocalypse,"OutpostS22VSTheSDuneSRatSInnS1stSFloor",,0x3010124,291,,,,""
CELL,Ashes of Apocalypse,"OutpostS22VSTheSDuneSRatSInnS2ndSFloor",,0x3010125,292,,,,""
CELL,Ashes of Apocalypse,"OutpostS22VSTheSDuneSRatSInnS3rdSFloor",,0x3010126,293,,,,""
CELL,Ashes of Apocalypse,"OutpostS22VSTheSDuneSRatSInnSLounge",,0x3010127,294,,,,""
CELL,Ashes of Apocalypse,"OutpostS22VSUndergroundSStorage",,0x3010128,295,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSAbandonedSStore",,0x3010129,296,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSApartmentSR1",,0x301012a,297,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSApartmentSR2",,0x301012b,298,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSApartmentSR4",,0x301012c,299,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSGunSStore",,0x301012d,300,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSHospital",,0x301012e,301,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSMetalSBenchSFactory",,0x301012f,302,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSNoonSSaloon",,0x3010130,303,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSRickAsSTradingSPost",,0x3010131,304,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSSewerSManagment",,0x3010132,305,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSStorage",,0x3010133,306,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSSunSHuntersSBase",,0x3010134,307,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSTownSHall",,0x3010135,308,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSTrashSCompactor",,0x3010136,309,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSUtilitySStorage",,0x3010137,310,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSVishnuAsSHouse",,0x3010138,311,,,,""
CELL,Ashes of Apocalypse,"SunslaveVSWarehouse",,0x3010139,312,,,,""
