Record Type,Mod File,EDID,blank,FormID,Comments,Position Offset,Rotation Offset,Scale,Extra Tags
CLOT,Tamriel_Data,0boneSguardSbelt,1,0x01017E4E,,,,,
CLOT,Tamriel_Data,0founderAsSbelt,1,0x01017E51,,,,,
CLOT,Tamriel_Data,0khanSbelt,1,0x01017E54,,,,,
CLOT,Tamriel_Data,0thirdSbarrierSbelt,1,0x01017E56,,,,,
CLOT,TR_Preview,0extravagantUgloveUrightU01,14,0x0101B05F,,,,,
CLOT,TR_Preview,0expensiveUgloveUrightU01,27,0x0101B060,,,,,
CLOT,Tamriel_Data,0commonUgloveUrightU01,3,0x0101C946,,,,,
ARMO,Tamriel_Data,0slaveUbracerUright,1,0x0101D5B0,,,,,
CLOT,Tamriel_Data,0ringSofSknuckleSluck,1,0x0101D5C3,,,,,
ARMO,Tamriel_Data,0shadowUshield,1,0x0101D5E1,,,,,
CREA,Tamriel_Data,0BMUfrostUboar,1,0x01020809,,,,,
CREA,Tamriel_Data,0netchUbetty,2,0x0102109F,,,,,
CREA,Tamriel_Data,0netchUbull,2,0x010210A0,,,,,
ALCH,TR_Preview,0pUdetectUkeyUs,2,0x01023CE1,,,,,
ALCH,TR_Preview,0pUdetectUenchantmentUs,3,0x01023CE3,,,,,
ALCH,Tamriel_Data,0pUjumpUs,1,0x01023CE5,,,,,
ALCH,TR_Preview,0pUjumpUc,8,0x01023CE7,,,,,
ALCH,TR_Preview,0pUjumpUe,3,0x01023CE9,,,,,
ALCH,TR_Preview,0pUjumpUq,2,0x01023CEB,,,,,
ALCH,TR_Preview,0pUrecallUs,1,0x01023CEF,,,,,
ALCH,TR_Preview,0pUmarkUs,1,0x01023CF1,,,,,
CLOT,Tamriel_Data,0caliginySring,1,0x0102A416,,,,,
CLOT,Tamriel_Data,0chameleonSring,1,0x0102A417,,,,,
CLOT,Tamriel_Data,0cruelSflameboltSring,1,0x0102A41B,,,,,
CLOT,Tamriel_Data,0cruelSshardboltSring,1,0x0102A41C,,,,,
CLOT,Tamriel_Data,0cruelSsparkboltSring,1,0x0102A41D,,,,,
CLOT,Tamriel_Data,0cruelSviperboltSring,1,0x0102A41E,,,,,
CLOT,Tamriel_Data,0amuletSofSbalynaAsSantidote,1,0x0102B364,,,,,
CLOT,Tamriel_Data,0amuletSofSbalynaAsSsoothingSbal,1,0x0102B365,,,,,
CLOT,Tamriel_Data,0amuletSofSalmsiviSintervention,1,0x0102B366,,,,,
CLOT,Tamriel_Data,0amuletSofSdivineSintervention,1,0x0102B367,,,,,
CLOT,Tamriel_Data,0amuletSofSfarSsilence,1,0x0102B369,,,,,
CLOT,Tamriel_Data,0amuletSofSfrost,1,0x0102B36A,,,,,
CLOT,Tamriel_Data,0amuletSofShealth,1,0x0102B36B,,,,,
CLOT,TR_Preview,0amuletSofSinfectiousScharm,1,0x0102B36D,,,,,
CLOT,Tamriel_Data,0amuletSofSlight,1,0x0102B36F,,,,,
CLOT,Tamriel_Data,0amuletSofSlocking,1,0x0102B370,,,,,
CLOT,Tamriel_Data,0amuletSofSmark,1,0x0102B371,,,,,
CLOT,Tamriel_Data,0amuletSofSmightySblows,1,0x0102B372,,,,,
CLOT,Tamriel_Data,0amuletSofSopening,1,0x0102B373,,,,,
CLOT,Tamriel_Data,0amuletSofSrecall,1,0x0102B374,,,,,
CLOT,Tamriel_Data,0amuletSofSrest,1,0x0102B375,,,,,
CLOT,Tamriel_Data,0amuletSofSshades,1,0x0102B376,,,,,
CLOT,Tamriel_Data,0amuletSofSshield,1,0x0102B378,,,,,
CLOT,Tamriel_Data,0amuletSofSsilence,1,0x0102B379,,,,,
CLOT,Tamriel_Data,0amuletSofSslowfalling,1,0x0102B37A,,,,,
CLOT,Tamriel_Data,0amuletSofSspellSabsorption,1,0x0102B37B,,,,,
CLOT,Tamriel_Data,0amuletSofSstamina,1,0x0102B37C,,,,,
CLOT,TR_Preview,0amuletSofSverbosity,1,0x0102B37D,,,,,
CLOT,Tamriel_Data,0amuletSofSwaterSwalking,1,0x0102B37E,,,,,
CLOT,Tamriel_Data,0ancestorAsSring,2,0x0102B38A,,,,,
CLOT,Tamriel_Data,0balmSamulet,1,0x0102BAC3,,,,,
CLOT,Tamriel_Data,0blindSring,1,0x0102BAC4,,,,,
CLOT,Tamriel_Data,0bloodSdespairSamulet,1,0x0102BAC5,,,,,
CLOT,Tamriel_Data,0boneScharm,1,0x0102BAC8,,,,,
CLOT,Tamriel_Data,0bonebiterScharm,1,0x0102BAC9,,,,,
CLOT,Tamriel_Data,0clenchScharm,1,0x0102BACA,,,,,
CLOT,Tamriel_Data,0crimsonSdespairSamulet,1,0x0102BACC,,,,,
CLOT,Tamriel_Data,0cryingSring,1,0x0102BACD,,,,,
CLOT,Tamriel_Data,0direSflameboltSring,1,0x0102BAD0,,,,,
CLOT,Tamriel_Data,0direSshardboltSring,1,0x0102BAD1,,,,,
CLOT,Tamriel_Data,0direSsparkboltSring,1,0x0102BAD2,,,,,
CLOT,Tamriel_Data,0direSviperboltSring,1,0x0102BAD3,,,,,
CLOT,Tamriel_Data,0distractionSring,1,0x0102BAD4,,,,,
CLOT,Tamriel_Data,0dozeScharm,1,0x0102BAD5,,,,,
CLOT,Tamriel_Data,0evilSeyeScharm,1,0x0102BAD6,,,,,
CLOT,TR_Preview,0expensiveUringU01,17,0x0102BADA,,,,,
CLOT,TR_Preview,0exquisiteUringU01,4,0x0102BAE0,,,,,
CLOT,Tamriel_Data,0extravagantUamuletU01,2,0x0102BAE3,,,,,
CLOT,Tamriel_Data,0eyeTmazeSring,1,0x0102BAE5,,,,,
CLOT,Tamriel_Data,0featherSring,1,0x0102BAE6,,,,,
CLOT,Tamriel_Data,0fighterUring,1,0x0102BAE8,,,,,
LVLI,Tamriel_Data,0firestone,1,0x0102BAE9,,,,,
CLOT,Tamriel_Data,0firstSbarrierSring,2,0x0102BAEA,,,,,
CLOT,Tamriel_Data,0flameboltSring,1,0x0102BAEB,,,,,
CLOT,Tamriel_Data,0fuddleScharm,1,0x0102BAEE,,,,,
CLOT,Tamriel_Data,0ghostScharm,1,0x0102BAEF,,,,,
CLOT,Tamriel_Data,0gravewardSamulet,1,0x0102BAF0,,,,,
CLOT,Tamriel_Data,0gripesScharm,1,0x0102BAF1,,,,,
CLOT,Tamriel_Data,0hawkshawSring,1,0x0102BAF2,,,,,
CLOT,Tamriel_Data,0heartbiteSring,1,0x0102BAF3,,,,,
CLOT,Tamriel_Data,0heartstone,1,0x0102BAF4,,,,,
CLOT,Tamriel_Data,0hexScharm,1,0x0102BAF7,,,,,
CLOT,Tamriel_Data,0hoptoadSring,1,0x0102BAF9,,,,,
CLOT,Tamriel_Data,0juicedawSring,1,0x0102BAFB,,,,,
CLOT,Tamriel_Data,0lifeSring,2,0x0102BAFD,,,,,
LVLI,Tamriel_Data,0lifestone,1,0x0102BAFE,,,,,
CLOT,Tamriel_Data,0lightSamulet,1,0x0102BAFF,,,,,
CLOT,Tamriel_Data,0mageUring,1,0x0102BB02,,,,,
CLOT,Tamriel_Data,0motherAsSring,1,0x0102BB08,,,,,
CLOT,Tamriel_Data,0murdrumSring,1,0x0102BB09,,,,,
CLOT,Tamriel_Data,0redSdespairSamulet,1,0x0102BB0D,,,,,
CLOT,Tamriel_Data,0ringSofSaversion,1,0x0102BB0E,,,,,
CLOT,Tamriel_Data,0ringSofSexhaustion,1,0x0102BB10,,,,,
CLOT,Tamriel_Data,0ringSofSfireSstorm,1,0x0102BB11,,,,,
CLOT,Tamriel_Data,0ringSofSfireball,1,0x0102BB12,,,,,
CLOT,Tamriel_Data,0ringSofSfireballs,1,0x0102BB13,,,,,
CLOT,Tamriel_Data,0ringSofSfirefist,1,0x0102BB14,,,,,
CLOT,Tamriel_Data,0ringSofSfleabite,1,0x0102BB15,,,,,
CLOT,Tamriel_Data,0ringSofShornhand,1,0x0102BB16,,,,,
CLOT,Tamriel_Data,0ringSofSiceSbolts,1,0x0102BB17,,,,,
CLOT,Tamriel_Data,0ringSofSiceSstorm,1,0x0102BB18,,,,,
CLOT,Tamriel_Data,0ringSofSicegrip,1,0x0102BB19,,,,,
CLOT,Tamriel_Data,0ringSofSironhand,1,0x0102BB1A,,,,,
CLOT,Tamriel_Data,0ringSofSlightningSbolt,1,0x0102BB1B,,,,,
CLOT,Tamriel_Data,0ringSofSlightningSstorm,1,0x0102BB1C,,,,,
CLOT,Tamriel_Data,0ringSofSmedusaAsSgaze,1,0x0102BB1D,,,,,
CLOT,Tamriel_Data,0ringSofSnullification,1,0x0102BB1F,,,,,
CLOT,Tamriel_Data,0ringSofSpoisonblooms,1,0x0102BB20,,,,,
CLOT,Tamriel_Data,0ringSofSshadowSform,1,0x0102BB21,,,,,
CLOT,Tamriel_Data,0ringSofSshockballs,1,0x0102BB22,,,,,
CLOT,Tamriel_Data,0ringSofSshockingStouch,1,0x0102BB23,,,,,
CLOT,Tamriel_Data,0ringSofSsphereSofSnegation,1,0x0102BB24,,,,,
CLOT,Tamriel_Data,0ringSofSstormhand,1,0x0102BB25,,,,,
CLOT,Tamriel_Data,0ringSofStears,1,0x0102BB26,,,,,
CLOT,Tamriel_Data,0ringSofStheSblackShand,1,0x0102BB28,,,,,
CLOT,Tamriel_Data,0ringSofStheSfiveSfingersSofSpai,1,0x0102BB29,,,,,
CLOT,Tamriel_Data,0ringSofStoxicScloud,1,0x0102BB2A,,,,,
CLOT,Tamriel_Data,0ringSofSvampireAsSkiss,1,0x0102BB2D,,,,,
CLOT,Tamriel_Data,0ringSofSwildfire,1,0x0102BB2E,,,,,
CLOT,Tamriel_Data,0ringSofSwizardAsSfire,1,0x0102BB2F,,,,,
CLOT,Tamriel_Data,0ringSofSwounds,1,0x0102BB30,,,,,
CLOT,Tamriel_Data,0sacrificeSring,1,0x0102BB42,,,,,
CLOT,Tamriel_Data,0shadowmaskSring,1,0x0102BB48,,,,,
CLOT,Tamriel_Data,0secondSbarrierSring,1,0x0102BB49,,,,,
CLOT,Tamriel_Data,0shadowweaveSring,1,0x0102BB4C,,,,,
CLOT,Tamriel_Data,0shameSring,1,0x0102BB4D,,,,,
CLOT,Tamriel_Data,0shardboltSring,1,0x0102BB4E,,,,,
CLOT,Tamriel_Data,0silenceScharm,1,0x0102BB50,,,,,
CLOT,Tamriel_Data,0sleepSamulet,1,0x0102BB51,,,,,
CLOT,Tamriel_Data,0soulpinchScharm,1,0x0102BB52,,,,,
CLOT,Tamriel_Data,0sparkboltSring,1,0x0102BB53,,,,,
CLOT,Tamriel_Data,0spiritScharm,1,0x0102BB54,,,,,
CLOT,Tamriel_Data,0spiritstrikeSring,1,0x0102BB55,,,,,
LVLI,Tamriel_Data,0stPSsothaAsSjudgement,1,0x0102BB57,,,,,
CLOT,Tamriel_Data,0stumbleScharm,1,0x0102BB58,,,,,
CLOT,Tamriel_Data,0summonSancestorSamulet,1,0x0102BB59,,,,,
CLOT,Tamriel_Data,0thiefUring,1,0x0102BB5A,,,,,
CLOT,Tamriel_Data,0thirdSbarrierSring,1,0x0102BB5B,,,,,
LVLI,Tamriel_Data,0thunderfall,1,0x0102BB5D,,,,,
CLOT,Tamriel_Data,0wardenAsSring,1,0x0102BB60,,,,,
CLOT,Tamriel_Data,0wildSstySring,1,0x0102BB61,,,,,
CLOT,Tamriel_Data,0witchScharm,1,0x0102BB62,,,,,
CLOT,Tamriel_Data,0woeScharm,1,0x0102BB63,,,,,
AMMO,Tamriel_Data,0arrowSofSwastingSflame,3,0x0102C9CD,,,,,
AMMO,Tamriel_Data,0arrowSofSwastingSshard,3,0x0102C9CE,,,,,
AMMO,Tamriel_Data,0arrowSofSwastingSspark,3,0x0102C9CF,,,,,
AMMO,Tamriel_Data,0corkbulbSarrow,5,0x0102D107,,,,,
AMMO,Tamriel_Data,0cruelSflamearrow,3,0x0102D108,,,,,
AMMO,Tamriel_Data,0cruelSfrostarrow,2,0x0102D109,,,,,
AMMO,Tamriel_Data,0cruelSshardarrow,3,0x0102D10A,,,,,
AMMO,Tamriel_Data,0cruelSsparkarrow,6,0x0102D10B,,,,,
AMMO,Tamriel_Data,0cruelSviperarrow,3,0x0102D10C,,,,,
AMMO,Tamriel_Data,0daedricSarrow,1,0x0102D10D,,,,,
AMMO,Tamriel_Data,0direSflamearrow,3,0x0102D10F,,,,,
AMMO,Tamriel_Data,0direSfrostarrow,2,0x0102D110,,,,,
AMMO,Tamriel_Data,0direSshardarrow,3,0x0102D111,,,,,
AMMO,Tamriel_Data,0direSsparkarrow,3,0x0102D112,,,,,
AMMO,Tamriel_Data,0direSviperarrow,3,0x0102D113,,,,,
AMMO,Tamriel_Data,0ebonySarrow,2,0x0102D114,,,,,
AMMO,Tamriel_Data,0flameSarrow,2,0x0102D116,,,,,
AMMO,Tamriel_Data,0glassSarrow,1,0x0102D117,,,,,
AMMO,Tamriel_Data,0ironSarrow,16,0x0102D11B,,,,,
AMMO,TR_Mainland,0steelSarrowUCarnius,1,0x0102D11C,,,,,
AMMO,Tamriel_Data,0shardSarrow,3,0x0102D11E,,,,,
AMMO,Tamriel_Data,0silverSarrow,6,0x0102D11F,,,,,
AMMO,Tamriel_Data,0sparkSarrow,3,0x0102D120,,,,,
AMMO,Tamriel_Data,0steelSarrow,8,0x0102D854,,,,,
AMMO,Tamriel_Data,0viperSarrow,3,0x0102D855,,,,,
AMMO,Tamriel_Data,0BMSHuntsmanbolt,1,0x0102D856,,,,,
AMMO,Tamriel_Data,0bonemoldSbolt,2,0x0102D857,,,,,
AMMO,Tamriel_Data,0corkbulbSbolt,2,0x0102D858,,,,,
AMMO,Tamriel_Data,0cruelSflameSbolt,2,0x0102D859,,,,,
AMMO,Tamriel_Data,0cruelSshardSbolt,2,0x0102D85A,,,,,
AMMO,Tamriel_Data,0cruelSsparkSbolt,2,0x0102D85B,,,,,
AMMO,Tamriel_Data,0cruelSviperSbolt,2,0x0102D85C,,,,,
AMMO,Tamriel_Data,0direSflameSbolt,2,0x0102D85D,,,,,
AMMO,Tamriel_Data,0direSshardSbolt,2,0x0102D85E,,,,,
AMMO,Tamriel_Data,0direSsparkSbolt,2,0x0102D85F,,,,,
AMMO,Tamriel_Data,0direSviperSbolt,2,0x0102D860,,,,,
AMMO,Tamriel_Data,0flameUbolt,2,0x0102D861,,,,,
AMMO,Tamriel_Data,0ironSbolt,9,0x0102D862,,,,,
AMMO,Tamriel_Data,0orcishSbolt,3,0x0102D863,,,,,
AMMO,Tamriel_Data,0shardUbolt,2,0x0102D864,,,,,
AMMO,Tamriel_Data,0silverSbolt,6,0x0102D865,,,,,
AMMO,Tamriel_Data,0sparkUbolt,2,0x0102D866,,,,,
AMMO,Tamriel_Data,0steelSbolt,8,0x0102D867,,,,,
AMMO,Tamriel_Data,0viperUbolt,2,0x0102D868,,,,,
CREA,Tamriel_Data,0BMUudyrfrykte,1,0x0102E01A,,,,,
CLOT,Tamriel_Data,0lightSring,1,0x010346F5,,,,,
ARMO,Tamriel_Data,0blessedUshield,1,0x010414DC,,,,,
ARMO,Tamriel_Data,0shieldUofUlight,1,0x010414DE,,,,,
ARMO,Tamriel_Data,0featherUshield,1,0x010414E0,,,,,
ARMO,Tamriel_Data,0velothsUshield,1,0x010414E1,,,,,
ARMO,Tamriel_Data,0velothsUtowerUshield,1,0x010414E2,,,,,
ARMO,Tamriel_Data,0holyUshield,1,0x010414E5,,,,,
ARMO,Tamriel_Data,0blessedUtowerUshield,1,0x010414E6,,,,,
ARMO,Tamriel_Data,0holyUtowerUshield,1,0x010414E7,,,,,
ARMO,Tamriel_Data,0shieldSofSwounds,1,0x010414E8,,,,,
LVLI,Tamriel_Data,0randomSexcellentSmeleeSweapon,2,0x0104AEE8,,,,,
ARMO,Tamriel_Data,0chitinUshield,2,0x0104BD6C,,,,,
ARMO,Tamriel_Data,0chitinUtowershield,3,0x0104BD6F,,,,,
ARMO,Tamriel_Data,0ironUtowershield,6,0x0104C4BF,,,,,
ARMO,Tamriel_Data,0bonemoldUshield,12,0x0104CBF6,,,,,
ARMO,Tamriel_Data,0bonemoldUtowershield,7,0x0104CBFF,,,,,
ARMO,Tamriel_Data,0dreughUshield,1,0x0104CC00,,,,,
ARMO,Tamriel_Data,0netchUleatherUshield,2,0x0104CC02,,,,,
ARMO,Tamriel_Data,0netchUleatherUtowershield,2,0x0104CC04,,,,,
LVLI,Tamriel_Data,0azuraAsSservant,1,0x0104F02B,,,,,
ENCH,TR_Mainland,0scUleaguestepUen,1,0x010572C3,,,,,
WEAP,Tamriel_Data,0chitinSshortSbow,14,0x01066FA0,,,,,
ARMO,Tamriel_Data,0saintAsSshield,1,0x0106DBD8,,,,,
WEAP,Tamriel_Data,0shortbowSofSsanguineSsureflight,1,0x0106E33F,,,,,
ALCH,TR_Preview,0pUfortifyUattackUe,4,0x01080060,,,,,
CREA,Tamriel_Data,0BMUdraugr01,3,0x0109DCA6,,,,,
CREA,Tamriel_Data,0draugr,2,0x0109DCA6,,,,,
ACTI,TR_Mainland,0activeUdeUrUbedU01,40,0x010E0020,,,,,
ACTI,TR_Mainland,0activeUdeUpUbedU09,35,0x010E0028,,,,,
ACTI,TR_Mainland,0activeUcomUbedU01,8,0x010E003F,,,,,
ACTI,TR_Mainland,0activeUcomUbedU04,41,0x010E0041,,,,,
ACTI,TR_Mainland,0activeUcomUbedU05,18,0x010E0042,,,,,
ACTI,TR_Mainland,0exUvivecUwaterfallU01,190,0x010E0244,,,,,
ACTI,TR_Mainland,0ExUVivecUwaterfallU05,185,0x010E0244,,,,,
WEAP,Tamriel_Data,0steelSlongbow,10,0x0110001B,,,,,
