Record Type,Mod File,EDID,blank,FormID,Comments,Position Offset,Rotation Offset,Scale,Extra Tags
CELL,TR_Travels,"#46 -58",,0x5010025,36,,,,""
CELL,TR_Travels,"#47 -58",,0x5010026,37,,,,""
CELL,TR_Travels,"#46 -57",,0x5010027,38,,,,""
CELL,TR_Travels,"#47 -57",,0x5010028,39,,,,""
CELL,TR_Travels,"#44 -56",,0x5010029,40,,,,""
CELL,TR_Travels,"#45 -56",,0x501002a,41,,,,""
CELL,TR_Travels,"#44 -55",,0x501002b,42,,,,""
CELL,TR_Travels,"#45 -55",,0x501002c,43,,,,""
CELL,TR_Travels,"#38 -56",,0x501002d,44,,,,""
CELL,TR_Travels,"#39 -56",,0x501002e,45,,,,""
CELL,TR_Travels,"#38 -55",,0x501002f,46,,,,""
CELL,TR_Travels,"#39 -55",,0x5010030,47,,,,""
CELL,TR_Travels,"#32 -58",,0x5010031,48,,,,""
CELL,TR_Travels,"#33 -58",,0x5010032,49,,,,""
CELL,TR_Travels,"#32 -57",,0x5010033,50,,,,""
CELL,TR_Travels,"#33 -57",,0x5010034,51,,,,""
CELL,TR_Travels,"#12 -54",,0x5010035,52,,,,""
CELL,TR_Travels,"#13 -54",,0x5010036,53,,,,""
CELL,TR_Travels,"#12 -53",,0x5010037,54,,,,""
CELL,TR_Travels,"#13 -53",,0x5010038,55,,,,""
CELL,TR_Travels,"#10 -56",,0x5010039,56,,,,""
CELL,TR_Travels,"#11 -56",,0x501003a,57,,,,""
CELL,TR_Travels,"#10 -55",,0x501003b,58,,,,""
CELL,TR_Travels,"#11 -55",,0x501003c,59,,,,""
CELL,TR_Travels,"#12 -56",,0x501003d,60,,,,""
CELL,TR_Travels,"#13 -56",,0x501003e,61,,,,""
CELL,TR_Travels,"#12 -55",,0x501003f,62,,,,""
CELL,TR_Travels,"#13 -55",,0x5010040,63,,,,""
CELL,TR_Travels,"#20 -48",,0x5010041,64,,,,""
CELL,TR_Travels,"#21 -48",,0x5010042,65,,,,""
CELL,TR_Travels,"#20 -47",,0x5010043,66,,,,""
CELL,TR_Travels,"#21 -47",,0x5010044,67,,,,""
CELL,TR_Travels,"OldSEbonheartVSDocks",,0x5010045,68,,,,""
CELL,TR_Travels,"Andothren",,0x5010046,69,,,,""
CELL,TR_Travels,"RhunSHuk",,0x5010047,70,,,,""
CELL,TR_Travels,"Valenhal",,0x5010048,71,,,,""
CELL,TR_Travels,"Bodrem",,0x5010049,72,,,,""
CELL,TR_Travels,"Kartur",,0x501004a,73,,,,""
CELL,TR_Travels,"Menaan",,0x501004b,74,,,,""
CELL,TR_Travels,"KragenSMar",,0x501004c,75,,,,""
CELL,TR_Travels,"Arvud",,0x501004d,76,,,,""
CELL,TR_Travels,"Askareth",,0x501004e,77,,,,""
CELL,TR_Travels,"Rhanim",,0x501004f,78,,,,""
CELL,TR_Travels,"Kogotel",,0x5010050,79,,,,""
CELL,TR_Travels,"Kogomar",,0x5010051,80,,,,""
CELL,TR_Travels,"BaanSMalur",,0x5010052,81,,,,""
CELL,TR_Travels,"Cormar",,0x5010053,82,,,,""
CELL,TR_Travels,"Dunkreath",,0x5010054,83,,,,""
CELL,TR_Travels,"Ystralond",,0x5010055,84,,,,""
CELL,TR_Travels,"Narsis",,0x5010056,85,,,,""
CELL,TR_Travels,"AlmalexiaVSStriderport",,0x5010057,86,,,,""
CELL,TR_Travels,"Othrensis",,0x5010058,87,,,,""
CELL,TR_Travels,"AlmasSThirr",,0x5010059,88,,,,""
CELL,TR_Travels,"Vhul",,0x501005a,89,,,,""
CELL,TR_Travels,"KarturVSGuildSofSMages",,0x501005b,90,,,,""
CELL,TR_Travels,"TRSAndothrenVSGuildSofSMagesSXi4T125X",,0x501005c,91,,,,""
CELL,TR_Travels,"BaanSMalurVSGuildSofSMages",,0x501005d,92,,,,""
CELL,TR_Travels,"NarsisVSGuildSofSMages",,0x501005e,93,,,,""
CELL,TR_Travels,"AlmalexiaVSGuildSofSMages",,0x501005f,94,,,,""
CELL,TR_Travels,"CormarVSGuildSofSMages",,0x5010060,95,,,,""
CELL,TR_Travels,"KogotelVSGuildSofSMages",,0x5010061,96,,,,""
CELL,TR_Travels,"KragenSMarVSGuildSofSMages",,0x5010062,97,,,,""
SCPT,TR_Travels,"TRUvUCharGenEnableScript",,0x5010063,98,,,,""
NPC_,TR_Travels,"0TRUm4UpienSvene",,0x5010064,99,,,,""
NPC_,TR_Travels,"0TRUm4UMuthriSLoralor",,0x5010065,100,,,,""
NPC_,TR_Travels,"0TRUm3URiltseSHelandil",,0x5010066,101,,,,""
NPC_,TR_Travels,"0TRUm3UIvreaSLlothro",,0x5010067,102,,,,""
NPC_,TR_Travels,"0TRUm3UAetaStheSSpear",,0x5010068,103,,,,""
NPC_,TR_Travels,"0TRUm3UElvilde",,0x5010069,104,,,,""
NPC_,TR_Travels,"0TRUm3UNalorSRelvs",,0x501006a,105,,,,""
NPC_,TR_Travels,"0trtrUbaanUmalurUhub",,0x501006b,106,,,,""
NPC_,TR_Travels,"0trtrUbaanUmalurUguide",,0x501006c,107,,,,""
NPC_,TR_Travels,"0trtrUvivecUhub",,0x501006d,108,,,,""
NPC_,TR_Travels,"0trtrUfirewatchUhub",,0x501006e,109,,,,""
NPC_,TR_Travels,"0trtrUnarsisUhub",,0x501006f,110,,,,""
NPC_,TR_Travels,"0trtrUalmalexiaUhub",,0x5010070,111,,,,""
NPC_,TR_Travels,"0trtrUalmalexiaUguide",,0x5010071,112,,,,""
NPC_,TR_Travels,"0trtrUandrothenUguide",,0x5010072,113,,,,""
NPC_,TR_Travels,"0trtrUkogotelUguide",,0x5010073,114,,,,""
NPC_,TR_Travels,"0trtrUkarturUguide",,0x5010074,115,,,,""
NPC_,TR_Travels,"0trtrUcormarUguide",,0x5010075,116,,,,""
NPC_,TR_Travels,"0trtrUkragenUmarUguide",,0x5010076,117,,,,""
NPC_,TR_Travels,"0trtrUseydaUneenUship",,0x5010077,118,,,,""
NPC_,TR_Travels,"0trtrUrhanimUship",,0x5010078,119,,,,""
NPC_,TR_Travels,"0trtrUkogomarUship",,0x5010079,120,,,,""
NPC_,TR_Travels,"0trtrUandrothenUship",,0x501007a,121,,,,""
NPC_,TR_Travels,"0trtrUbaanUmalurUship",,0x501007b,122,,,,""
NPC_,TR_Travels,"0trtrUrhunUhukUship",,0x501007c,123,,,,""
NPC_,TR_Travels,"0trtrUcormarUship",,0x501007d,124,,,,""
NPC_,TR_Travels,"0trtrUvalenhalUship",,0x501007e,125,,,,""
NPC_,TR_Travels,"0trtrUdunkreathUship",,0x501007f,126,,,,""
NPC_,TR_Travels,"0trtrUbaanUmalurUsilt",,0x5010080,127,,,,""
NPC_,TR_Travels,"0trtrUkogotelUsilt",,0x5010081,128,,,,""
NPC_,TR_Travels,"0trtrUrhanimUsilt",,0x5010082,129,,,,""
NPC_,TR_Travels,"0trtrUkarturUsilt",,0x5010083,130,,,,""
NPC_,TR_Travels,"0trtrUandrothenUsilt",,0x5010084,131,,,,""
NPC_,TR_Travels,"0trtrUwolverineUship",,0x5010085,132,,,,""
NPC_,TR_Travels,"0trtrUalmalexiaUsilt",,0x5010086,133,,,,""
NPC_,TR_Travels,"0trtrUothrensisUsilt",,0x5010087,134,,,,""
NPC_,TR_Travels,"0trtrUalmasUthirrUsilt",,0x5010088,135,,,,""
NPC_,TR_Travels,"0trtrUmeralagUsilt",,0x5010089,136,,,,""
NPC_,TR_Travels,"0trtrUnarsisUguide",,0x501008a,137,,,,""
NPC_,TR_Travels,"0trtrUbodremUsilt",,0x501008b,138,,,,""
NPC_,TR_Travels,"0trtrUaskarethUship",,0x501008c,139,,,,""
NPC_,TR_Travels,"0trtrUalmalexiaUship",,0x501008d,140,,,,""
NPC_,TR_Travels,"0trtrUbosmoraUguide",,0x501008e,141,,,,""
NPC_,TR_Travels,"0trtrUnarsisUship",,0x501008f,142,,,,""
NPC_,TR_Travels,"0trtrUmenaanUsilt",,0x5010090,143,,,,""
NPC_,TR_Travels,"0trtrUarvudUsilt",,0x5010091,144,,,,""
REFR,TR_Travels,"ref#98859",,0x5010092,145,,,,""
REFR,TR_Travels,"ref#98860",,0x5010093,146,,,,""
REFR,TR_Travels,"ref#98903",,0x5010094,147,,,,""
ACHR,TR_Travels,"ref#290584",,0x5010095,148,,,,""
REFR,TR_Travels,"ref#320757",,0x5010096,149,,,,""
REFR,TR_Travels,"ref#320770",,0x5010097,150,,,,""
REFR,TR_Travels,"ref#828561",,0x5010098,151,,,,""
ACHR,TR_Travels,"ref#828562",,0x5010099,152,,,,""
ACHR,TR_Travels,"ref#828563",,0x501009a,153,,,,""
REFR,TR_Travels,"ref#828564",,0x501009b,154,,,,""
ACHR,TR_Travels,"ref#828565",,0x501009c,155,,,,""
REFR,TR_Travels,"ref#828566",,0x501009d,156,,,,""
REFR,TR_Travels,"ref#828567",,0x501009e,157,,,,""
REFR,TR_Travels,"ref#828568",,0x501009f,158,,,,""
REFR,TR_Travels,"ref#828569",,0x50100a0,159,,,,""
REFR,TR_Travels,"ref#828570",,0x50100a1,160,,,,""
REFR,TR_Travels,"ref#828571",,0x50100a2,161,,,,""
REFR,TR_Travels,"ref#828572",,0x50100a3,162,,,,""
REFR,TR_Travels,"ref#828573",,0x50100a4,163,,,,""
REFR,TR_Travels,"ref#828574",,0x50100a5,164,,,,""
REFR,TR_Travels,"ref#828575",,0x50100a6,165,,,,""
ACHR,TR_Travels,"ref#828576",,0x50100a7,166,,,,""
REFR,TR_Travels,"ref#828577",,0x50100a8,167,,,,""
ACHR,TR_Travels,"ref#828578",,0x50100a9,168,,,,""
REFR,TR_Travels,"ref#828579",,0x50100aa,169,,,,""
ACHR,TR_Travels,"ref#828580",,0x50100ab,170,,,,""
ACHR,TR_Travels,"ref#828581",,0x50100ac,171,,,,""
ACHR,TR_Travels,"ref#828582",,0x50100ad,172,,,,""
REFR,TR_Travels,"ref#828583",,0x50100ae,173,,,,""
REFR,TR_Travels,"ref#828584",,0x50100af,174,,,,""
REFR,TR_Travels,"ref#828585",,0x50100b0,175,,,,""
ACHR,TR_Travels,"ref#828586",,0x50100b1,176,,,,""
ACHR,TR_Travels,"ref#828587",,0x50100b2,177,,,,""
REFR,TR_Travels,"ref#828588",,0x50100b3,178,,,,""
REFR,TR_Travels,"ref#828589",,0x50100b4,179,,,,""
REFR,TR_Travels,"ref#828590",,0x50100b5,180,,,,""
ACHR,TR_Travels,"ref#828591",,0x50100b6,181,,,,""
REFR,TR_Travels,"ref#828592",,0x50100b7,182,,,,""
ACHR,TR_Travels,"ref#828593",,0x50100b8,183,,,,""
ACHR,TR_Travels,"ref#828594",,0x50100b9,184,,,,""
REFR,TR_Travels,"ref#828595",,0x50100ba,185,,,,""
ACHR,TR_Travels,"ref#828596",,0x50100bb,186,,,,""
REFR,TR_Travels,"ref#828597",,0x50100bc,187,,,,""
ACHR,TR_Travels,"ref#828598",,0x50100bd,188,,,,""
ACHR,TR_Travels,"ref#828599",,0x50100be,189,,,,""
ACHR,TR_Travels,"ref#828600",,0x50100bf,190,,,,""
REFR,TR_Travels,"ref#828601",,0x50100c0,191,,,,""
REFR,TR_Travels,"ref#828602",,0x50100c1,192,,,,""
REFR,TR_Travels,"ref#828603",,0x50100c2,193,,,,""
ACHR,TR_Travels,"ref#828604",,0x50100c3,194,,,,""
ACHR,TR_Travels,"ref#828605",,0x50100c4,195,,,,""
REFR,TR_Travels,"ref#828606",,0x50100c5,196,,,,""
REFR,TR_Travels,"ref#828607",,0x50100c6,197,,,,""
ACHR,TR_Travels,"ref#828608",,0x50100c7,198,,,,""
REFR,TR_Travels,"ref#828609",,0x50100c8,199,,,,""
REFR,TR_Travels,"ref#828610",,0x50100c9,200,,,,""
REFR,TR_Travels,"ref#828611",,0x50100ca,201,,,,""
ACHR,TR_Travels,"ref#828612",,0x50100cb,202,,,,""
ACHR,TR_Travels,"ref#828613",,0x50100cc,203,,,,""
REFR,TR_Travels,"ref#828614",,0x50100cd,204,,,,""
ACHR,TR_Travels,"ref#828615",,0x50100ce,205,,,,""
REFR,TR_Travels,"ref#828616",,0x50100cf,206,,,,""
REFR,TR_Travels,"ref#828617",,0x50100d0,207,,,,""
REFR,TR_Travels,"ref#828618",,0x50100d1,208,,,,""
REFR,TR_Travels,"ref#828619",,0x50100d2,209,,,,""
REFR,TR_Travels,"ref#828620",,0x50100d3,210,,,,""
ACHR,TR_Travels,"ref#828621",,0x50100d4,211,,,,""
ACHR,TR_Travels,"ref#828622",,0x50100d5,212,,,,""
REFR,TR_Travels,"ref#828623",,0x50100d6,213,,,,""
ACHR,TR_Travels,"ref#828624",,0x50100d7,214,,,,""
REFR,TR_Travels,"ref#828625",,0x50100d8,215,,,,""
REFR,TR_Travels,"ref#828626",,0x50100d9,216,,,,""
ACHR,TR_Travels,"ref#828627",,0x50100da,217,,,,""
ACHR,TR_Travels,"ref#828628",,0x50100db,218,,,,""
REFR,TR_Travels,"ref#828629",,0x50100dc,219,,,,""
REFR,TR_Travels,"ref#828630",,0x50100dd,220,,,,""
REFR,TR_Travels,"ref#828631",,0x50100de,221,,,,""
REFR,TR_Travels,"ref#828632",,0x50100df,222,,,,""
REFR,TR_Travels,"ref#828633",,0x50100e0,223,,,,""
ACHR,TR_Travels,"ref#828634",,0x50100e1,224,,,,""
ACHR,TR_Travels,"ref#828635",,0x50100e2,225,,,,""
REFR,TR_Travels,"ref#828636",,0x50100e3,226,,,,""
REFR,TR_Travels,"ref#828637",,0x50100e4,227,,,,""
REFR,TR_Travels,"ref#828638",,0x50100e5,228,,,,""
REFR,TR_Travels,"ref#828639",,0x50100e6,229,,,,""
REFR,TR_Travels,"ref#828640",,0x50100e7,230,,,,""
REFR,TR_Travels,"ref#828641",,0x50100e8,231,,,,""
REFR,TR_Travels,"ref#828642",,0x50100e9,232,,,,""
ACHR,TR_Travels,"ref#828643",,0x50100ea,233,,,,""
ACHR,TR_Travels,"ref#828644",,0x50100eb,234,,,,""
REFR,TR_Travels,"ref#828645",,0x50100ec,235,,,,""
REFR,TR_Travels,"ref#828646",,0x50100ed,236,,,,""
REFR,TR_Travels,"ref#828647",,0x50100ee,237,,,,""
REFR,TR_Travels,"ref#828648",,0x50100ef,238,,,,""
REFR,TR_Travels,"ref#828649",,0x50100f0,239,,,,""
REFR,TR_Travels,"ref#828650",,0x50100f1,240,,,,""
REFR,TR_Travels,"ref#828651",,0x50100f2,241,,,,""
REFR,TR_Travels,"ref#828652",,0x50100f3,242,,,,""
REFR,TR_Travels,"ref#828653",,0x50100f4,243,,,,""
REFR,TR_Travels,"ref#828654",,0x50100f5,244,,,,""
REFR,TR_Travels,"ref#828655",,0x50100f6,245,,,,""
REFR,TR_Travels,"ref#828656",,0x50100f7,246,,,,""
ACHR,TR_Travels,"ref#828657",,0x50100f8,247,,,,""
REFR,TR_Travels,"ref#828658",,0x50100f9,248,,,,""
REFR,TR_Travels,"ref#828659",,0x50100fa,249,,,,""
REFR,TR_Travels,"ref#828660",,0x50100fb,250,,,,""
REFR,TR_Travels,"ref#828661",,0x50100fc,251,,,,""
ACHR,TR_Travels,"ref#828662",,0x50100fd,252,,,,""
REFR,TR_Travels,"ref#828663",,0x50100fe,253,,,,""
REFR,TR_Travels,"ref#828664",,0x50100ff,254,,,,""
REFR,TR_Travels,"ref#828665",,0x5010100,255,,,,""
REFR,TR_Travels,"ref#828666",,0x5010101,256,,,,""
REFR,TR_Travels,"ref#828667",,0x5010102,257,,,,""
ACHR,TR_Travels,"ref#828668",,0x5010103,258,,,,""
REFR,TR_Travels,"ref#828669",,0x5010104,259,,,,""
REFR,TR_Travels,"ref#828670",,0x5010105,260,,,,""
REFR,TR_Travels,"ref#828671",,0x5010106,261,,,,""
REFR,TR_Travels,"ref#828672",,0x5010107,262,,,,""
REFR,TR_Travels,"ref#828673",,0x5010108,263,,,,""
REFR,TR_Travels,"ref#828674",,0x5010109,264,,,,""
REFR,TR_Travels,"ref#828675",,0x501010a,265,,,,""
REFR,TR_Travels,"ref#828676",,0x501010b,266,,,,""
LAND,TR_Travels,"#0 -34-landscape",,0x501010c,267,,,,""
LAND,TR_Travels,"#1 -34-landscape",,0x501010d,268,,,,""
LAND,TR_Travels,"#0 -33-landscape",,0x501010e,269,,,,""
LAND,TR_Travels,"#1 -33-landscape",,0x501010f,270,,,,""
LAND,TR_Travels,"#2 -34-landscape",,0x5010110,271,,,,""
LAND,TR_Travels,"#3 -34-landscape",,0x5010111,272,,,,""
LAND,TR_Travels,"#2 -33-landscape",,0x5010112,273,,,,""
LAND,TR_Travels,"#3 -33-landscape",,0x5010113,274,,,,""
LAND,TR_Travels,"#-24 -36-landscape",,0x5010114,275,,,,""
LAND,TR_Travels,"#-23 -36-landscape",,0x5010115,276,,,,""
LAND,TR_Travels,"#-24 -35-landscape",,0x5010116,277,,,,""
LAND,TR_Travels,"#-23 -35-landscape",,0x5010117,278,,,,""
LAND,TR_Travels,"#-46 28-landscape",,0x5010118,279,,,,""
LAND,TR_Travels,"#-45 28-landscape",,0x5010119,280,,,,""
LAND,TR_Travels,"#-46 29-landscape",,0x501011a,281,,,,""
LAND,TR_Travels,"#-45 29-landscape",,0x501011b,282,,,,""
PGRD,TR_Travels,"Mournhold, Plaza Brindisi Dorom-pathgrid",,0x501011c,283,,,,""
INFO,TR_Travels,"info#2213823360915423866",,0x501011d,284,,,,""
INFO,TR_Travels,"info#342282981562431605",,0x501011e,285,,,,""
INFO,TR_Travels,"info#16036169045463807",,0x501011f,286,,,,""
INFO,TR_Travels,"info#1106582441570731257",,0x5010120,287,,,,""
INFO,TR_Travels,"info#18056251503250617059",,0x5010121,288,,,,""
INFO,TR_Travels,"info#31494279741266816040",,0x5010122,289,,,,""
INFO,TR_Travels,"info#181962084292941255",,0x5010123,290,,,,""
INFO,TR_Travels,"info#30833318593044724904",,0x5010124,291,,,,""
INFO,TR_Travels,"info#30740206681129418664",,0x5010125,292,,,,""
INFO,TR_Travels,"info#1986626944128252701",,0x5010126,293,,,,""
INFO,TR_Travels,"info#246621242130213612",,0x5010127,294,,,,""
INFO,TR_Travels,"info#1062937342636625152",,0x5010128,295,,,,""
INFO,TR_Travels,"info#4949172472064322333",,0x5010129,296,,,,""
INFO,TR_Travels,"info#26743304803162530405",,0x501012a,297,,,,""
INFO,TR_Travels,"info#40061270951230661",,0x501012b,298,,,,""
INFO,TR_Travels,"info#25494589397167157",,0x501012c,299,,,,""
INFO,TR_Travels,"info#30406169702942613913",,0x501012d,300,,,,""
INFO,TR_Travels,"info#300201025100557059",,0x501012e,301,,,,""
INFO,TR_Travels,"info#317853260312025321",,0x501012f,302,,,,""
INFO,TR_Travels,"info#2680919068553722673",,0x5010130,303,,,,""
